"","IDHH","STATEID","URBAN2011","educ_cat","income_quintile","GROUPS","CI7","CI8","WT","WTn"
"2293","0208070322","(02) Himachal Pradesh 02","(0) rural 0","College+","Q1 (Poorest)","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",1032.4987685,0.168743776950497
"2294","2925040102","(29) Karnataka 29","(0) rural 0","Primary","Q2","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",910.6953602,0.148837150628951
"2295","2409030209","(24) Gujarat 24","(1) urban 1","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",6938.99873258,1.13405738593891
"2296","2415030611","(24) Gujarat 24","(0) rural 0","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",6127.68328021,1.00146213458563
"2297","3204021001","(32) Kerala 32","(1) urban 1","College+","Q5 (Richest)","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2298","2323060411","(23) Madhya Pradesh 23","(0) rural 0","No education","Q2","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",35882.41796875,5.86435056281933
"2299","0609060401","(06) Haryana 06","(0) rural 0","Primary","Q3","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",1743.92142519,0.285013306523332
"2300","2730100101","(27) Maharashtra 27","(1) urban 1","No education","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",9592.3,1.56769284479999
"2301","2902040701","(29) Karnataka 29","(0) rural 0","Primary","Q3","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",3733.27905541,0.610138847076083
"2302","0311022211","(03) Punjab 03","(0) rural 0","No education","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2133.45342857,0.348675466226368
"2303","2729030301","(27) Maharashtra 27","(1) urban 1","Higher secondary","Q4","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",9592.3,1.56769284479999
"2304","2822021121","(28) Andhra Pradesh 28","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",10425.50092648,1.70386489224673
"2305","0963030301","(09) Uttar Pradesh 09","(1) urban 1","Higher secondary","Q1 (Poorest)","(1) Brahmin 1","(1) A great deal of confidence","(2) Only some confidence",6466.85824346,1.05689432113341
"2306","1817061601","(18) Assam 18","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(2) Only some confidence",2880.53611148,0.470773000339353
"2307","2321100501","(23) Madhya Pradesh 23","(1) urban 1","Primary","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"2308","0608071611","(06) Haryana 06","(0) rural 0","Higher secondary","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",1286.86554622,0.210315556126135
"2309","0316020411","(03) Punjab 03","(0) rural 0","Primary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3232.50509205,0.528296144155865
"2310","2721150802","(27) Maharashtra 27","(1) urban 1","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",9592.3,1.56769284479999
"2311","2920160409","(29) Karnataka 29","(1) urban 1","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4741.77914111,0.774960461113599
"2312","2805070209","(28) Andhra Pradesh 28","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(3) Hardly any confidence at all",8110.15651136,1.32546254110767
"2313","0619070609","(06) Haryana 06","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2314","2326011101","(23) Madhya Pradesh 23","(1) urban 1","Primary","Q3","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",5765.10772579,0.942205532689981
"2315","0701040101","(07) Delhi 07","(1) urban 1","Middle","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2316","2210010611","(22) Chhattisgarh 22","(0) rural 0","Primary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2850.05293163,0.465791060352322
"2317","2126030601","(21) Orissa 21","(1) urban 1","No education","Q2","(4) Dalit 4","(3) Hardly any confidence at all","(1) A great deal of confidence",2809.13430127,0.459103629388487
"2318","2706031602","(27) Maharashtra 27","(0) rural 0","Middle","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",9534.46338155,1.55824046602623
"2319","0206060101","(02) Himachal Pradesh 02","(0) rural 0","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",1642.61170682,0.268456013632435
"2320","0602042111","(06) Haryana 06","(0) rural 0","No education","Q2","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",1238.97246897,0.202488274398053
"2321","3202050901","(32) Kerala 32","(1) urban 1","Primary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2322","2805080909","(28) Andhra Pradesh 28","(1) urban 1","Secondary","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"2323","2804090111","(28) Andhra Pradesh 28","(0) rural 0","No education","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",11984.25371506,1.95861563956165
"2324","1005070901","(10) Bihar 10","(0) rural 0","Primary","Q2","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",12152.50843838,1.98611391691459
"2325","2121020411","(21) Orissa 21","(0) rural 0","No education","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",7574.24666667,1.23787749591742
"2326","0605060912","(06) Haryana 06","(0) rural 0","No education","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",1049.03929993,0.171447036103359
"2327","2124040321","(21) Orissa 21","(0) rural 0","Primary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",17407.73571429,2.8449884515144
"2328","0605031611","(06) Haryana 06","(0) rural 0","Primary","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",706.24298156,0.115423002708612
"2329","3211071001","(32) Kerala 32","(0) rural 0","Higher secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",7596.65931974,1.24154045014642
"2330","2012101201","(20) Jharkhand 20","(1) urban 1","Secondary","Q4","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"2331","0103060101","(01) Jammu & Kashmir 01","(1) urban 1","College+","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",1844.57654723,0.301463617148998
"2332","3208110201","(32) Kerala 32","(1) urban 1","College+","Q5 (Richest)","(7) Christian, Sikh, Jain 7","(2) Only some confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2333","1806031901","(18) Assam 18","(0) rural 0","Secondary","Q4","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",13476.25408299,2.20245687693359
"2334","0812041301","(08) Rajasthan 08","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"2335","3310020512","(33) Tamil Nadu 33","(1) urban 1","Primary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"2336","1911150602","(19) West Bengal 19","(1) urban 1","Primary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"2337","0302051501","(03) Punjab 03","(0) rural 0","Primary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2456.30266117,0.401439499033535
"2338","3316011411","(33) Tamil Nadu 33","(0) rural 0","No education","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",17601.10517858,2.87659129187284
"2339","0942080601","(09) Uttar Pradesh 09","(0) rural 0","Secondary","Q2","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",10986.26372248,1.79551171552366
"2340","0202021112","(02) Himachal Pradesh 02","(0) rural 0","Middle","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",1015.89243852,0.166029764181084
"2341","0910040209","(09) Uttar Pradesh 09","(1) urban 1","Secondary","Q3","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"2342","2210040121","(22) Chhattisgarh 22","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2511.235314,0.41041727566557
"2343","2109022411","(21) Orissa 21","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3121.72229751,0.510190643459754
"2344","3214050201","(32) Kerala 32","(0) rural 0","Higher secondary","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4539.586611,0.741915645717348
"2345","0936010501","(09) Uttar Pradesh 09","(1) urban 1","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",6466.85824346,1.05689432113341
"2346","0949051601","(09) Uttar Pradesh 09","(0) rural 0","Higher secondary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",6642.02546584,1.08552232496655
"2347","0618060101","(06) Haryana 06","(0) rural 0","Middle","Q2","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",1427.02841319,0.233222713289226
"2348","2922010301","(29) Karnataka 29","(1) urban 1","College+","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4741.77914111,0.774960461113599
"2349","3213010301","(32) Kerala 32","(1) urban 1","Secondary","Q4","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",4436.06347306,0.724996608299859
"2350","2325050312","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q3","(5) Adivasi 5","(3) Hardly any confidence at all","(1) A great deal of confidence",8625.8552381,1.40974443429103
"2351","2924011701","(29) Karnataka 29","(1) urban 1","Primary","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4741.77914111,0.774960461113599
"2352","1918021001","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"2353","2926351411","(29) Karnataka 29","(0) rural 0","Higher secondary","Q2","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",3208.86522203,0.524432622885434
"2354","0813091202","(08) Rajasthan 08","(1) urban 1","Primary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"2355","0904101001","(09) Uttar Pradesh 09","(1) urban 1","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"2356","2912101001","(29) Karnataka 29","(1) urban 1","Primary","Q4","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",4741.77914111,0.774960461113599
"2357","0965071005","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",2816.21495312,0.460260837486833
"2358","0602020811","(06) Haryana 06","(0) rural 0","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",1748.13922373,0.285702631564455
"2359","1031030411","(10) Bihar 10","(0) rural 0","College+","Q2","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",47721.71741049,7.79927597406171
"2360","2013061401","(20) Jharkhand 20","(1) urban 1","Higher secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"2361","0618110612","(06) Haryana 06","(0) rural 0","No education","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",1541.190625,0.251880520342912
"2362","1016040611","(10) Bihar 10","(0) rural 0","No education","Q3","(6) Muslim 6","(2) Only some confidence","(2) Only some confidence",4023.23535354,0.657527107856406
"2363","0112041701","(01) Jammu & Kashmir 01","(0) rural 0","Middle","Q5 (Richest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",5167.69344226,0.844568667947292
"2364","2805071509","(28) Andhra Pradesh 28","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(2) Only some confidence","(2) Only some confidence",8110.15651136,1.32546254110767
"2365","0929030901","(09) Uttar Pradesh 09","(0) rural 0","Secondary","Q4","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",3380.40120028,0.552467163686732
"2366","0936041501","(09) Uttar Pradesh 09","(1) urban 1","Secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"2367","0815020731","(08) Rajasthan 08","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4986.25037749,0.814914987977055
"2368","3305061101","(33) Tamil Nadu 33","(0) rural 0","No education","Q2","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",4982.03083926,0.814225378614177
"2369","1902010511","(19) West Bengal 19","(0) rural 0","Primary","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",4567.68658231,0.74650809215478
"2370","0605031211","(06) Haryana 06","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",706.24298156,0.115423002708612
"2371","2703080701","(27) Maharashtra 27","(0) rural 0","Primary","Q3","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",2067.56575831,0.337907284536143
"2372","0202041211","(02) Himachal Pradesh 02","(0) rural 0","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",3832.6850234,0.626385005426879
"2373","3315041211","(33) Tamil Nadu 33","(0) rural 0","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",1901.98853777,0.310846597953944
"2374","0618010431","(06) Haryana 06","(0) rural 0","Higher secondary","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(3) Hardly any confidence at all",1605.4068532,0.262375534204988
"2375","1022041101","(10) Bihar 10","(0) rural 0","Higher secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",8095.53467839,1.32307285949586
"2376","2124031611","(21) Orissa 21","(0) rural 0","Primary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4095.93781513,0.669409047415635
"2377","1002080413","(10) Bihar 10","(0) rural 0","Primary","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(3) Hardly any confidence at all",18863.25520118,3.08286753005286
"2378","3329060201","(33) Tamil Nadu 33","(0) rural 0","No education","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4698.86733934,0.767947281313936
"2379","0301051211","(03) Punjab 03","(0) rural 0","Higher secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",1998.34797921,0.326594855084602
"2380","0303051201","(03) Punjab 03","(0) rural 0","Secondary","Q5 (Richest)","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",1178.77873471,0.192650666472822
"2381","1909120501","(19) West Bengal 19","(1) urban 1","Secondary","Q2","(4) Dalit 4",NA,NA,5775.85751979,0.943962397585457
"2382","0609050611","(06) Haryana 06","(0) rural 0","Secondary","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",2001.54628793,0.327117562432767
"2383","0303080709","(03) Punjab 03","(1) urban 1","Middle","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"2384","0210060701","(02) Himachal Pradesh 02","(0) rural 0","Secondary","Q3","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",555.54952639,0.0907948059853866
"2385","2123040612","(21) Orissa 21","(0) rural 0","Secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",9557.1882353,1.56195444396927
"2386","2920241309","(29) Karnataka 29","(1) urban 1","Secondary","Q3","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",4741.77914111,0.774960461113599
"2387","0944011611","(09) Uttar Pradesh 09","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",26708.26263102,4.36499611393398
"2388","2707021211","(27) Maharashtra 27","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",4366.48234599,0.713624796008672
"2389","2335030711","(23) Madhya Pradesh 23","(0) rural 0","Secondary","Q2","(2) Forward caste 2","(3) Hardly any confidence at all","(2) Only some confidence",2159.16409471,0.352877422727178
"2390","2707061801","(27) Maharashtra 27","(0) rural 0","Higher secondary","Q3","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(3) Hardly any confidence at all",7459.40677174,1.21910893346845
"2391","1803030709","(18) Assam 18","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",3386.9209622,0.553532704183984
"2392","0702010501","(07) Delhi 07","(0) rural 0","College+","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3198.79386985,0.522786637381431
"2393","0505041101","(05) Uttarakhand 05","(1) urban 1","Secondary","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"2394","1917121401","(19) West Bengal 19","(1) urban 1","Secondary","Q5 (Richest)","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",5775.85751979,0.943962397585457
"2395","2420030201","(24) Gujarat 24","(0) rural 0","No education","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(2) Only some confidence",14567.54320988,2.3808089046885
"2396","0812030201","(08) Rajasthan 08","(1) urban 1","College+","Q3","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"2397","2822071502","(28) Andhra Pradesh 28","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",9936.80565551,1.62399623930768
"2398","0815040311","(08) Rajasthan 08","(0) rural 0","No education","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",10041.75343623,1.64114810954864
"2399","2713060903","(27) Maharashtra 27","(0) rural 0","Middle","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",7099.94535006,1.16036128183647
"2400","2725040815","(27) Maharashtra 27","(0) rural 0","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3481.33381533,0.568962825667783
"2401","0609070401","(06) Haryana 06","(0) rural 0","No education","Q2","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",2072.18902913,0.338662876895023
"2402","2323030521","(23) Madhya Pradesh 23","(0) rural 0","Higher secondary","Q2","(2) Forward caste 2","(3) Hardly any confidence at all","(2) Only some confidence",2695.39299561,0.44051461204735
"2403","3202060201","(32) Kerala 32","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2404","2108100201","(21) Orissa 21","(1) urban 1","Higher secondary","Q3","(6) Muslim 6","(2) Only some confidence","(2) Only some confidence",2809.13430127,0.459103629388487
"2405","0934031701","(09) Uttar Pradesh 09","(0) rural 0","Higher secondary","Q1 (Poorest)","(4) Dalit 4","(3) Hardly any confidence at all","(2) Only some confidence",16360.89614749,2.67390092312957
"2406","1023040602","(10) Bihar 10","(0) rural 0","No education","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",37224.32610748,6.08366186328594
"2407","2913010301","(29) Karnataka 29","(0) rural 0","Secondary","Q2","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",1582.94555335,0.258704629514793
"2408","2421020211","(24) Gujarat 24","(0) rural 0","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",12253.07408287,2.00254960400732
"2409","2117070101","(21) Orissa 21","(1) urban 1","College+","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",2809.13430127,0.459103629388487
"2410","3324040401","(33) Tamil Nadu 33","(1) urban 1","College+","Q3","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",8239.85586393,1.34665962074438
"2411","0804011711","(08) Rajasthan 08","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3597.04629999,0.587873997571864
"2412","2127030701","(21) Orissa 21","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",2809.13430127,0.459103629388487
"2413","0812060801","(08) Rajasthan 08","(1) urban 1","Middle","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"2414","1918020801","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",5775.85751979,0.943962397585457
"2415","2310030131","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",3929.75974716,0.642250162881242
"2416","1909121101","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",5775.85751979,0.943962397585457
"2417","0832080101","(08) Rajasthan 08","(0) rural 0","No education","Q1 (Poorest)","(6) Muslim 6","(2) Only some confidence","(2) Only some confidence",4485.27880435,0.733039989211402
"2418","0923060601","(09) Uttar Pradesh 09","(0) rural 0","College+","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(3) Hardly any confidence at all",5854.89077891,0.95687899473355
"2419","3211130101","(32) Kerala 32","(1) urban 1","College+","Q5 (Richest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2420","3402051201","(34) Pondicherry 34","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"2421","2124040511","(21) Orissa 21","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",17407.73571429,2.8449884515144
"2422","3204051401","(32) Kerala 32","(1) urban 1","Middle","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2423","0710251401","(07) Delhi 07","(1) urban 1","College+","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2424","2326021001","(23) Madhya Pradesh 23","(1) urban 1","College+","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"2425","2718010421","(27) Maharashtra 27","(0) rural 0","Middle","Q4","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",5241.44680851,0.856622359402943
"2426","0311021211","(03) Punjab 03","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2133.45342857,0.348675466226368
"2427","0710370709","(07) Delhi 07","(1) urban 1","Secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2428","2305031631","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3399.66667769,0.55561576736753
"2429","2305031021","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3399.66667769,0.55561576736753
"2430","2129060601","(21) Orissa 21","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",2039.6710895,0.333348391184027
"2431","1906060611","(19) West Bengal 19","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",21488.88856809,3.51198115685486
"2432","0812031301","(08) Rajasthan 08","(1) urban 1","Secondary","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"2433","2926041009","(29) Karnataka 29","(1) urban 1","College+","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",4741.77914111,0.774960461113599
"2434","1809021001","(18) Assam 18","(0) rural 0","Primary","Q3","(5) Adivasi 5","(3) Hardly any confidence at all","(1) A great deal of confidence",13041.89635158,2.13146873982205
"2435","1911080601","(19) West Bengal 19","(0) rural 0","Higher secondary","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",12130.54209277,1.98252390379581
"2436","2907050101","(29) Karnataka 29","(1) urban 1","Primary","Q4","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",4741.77914111,0.774960461113599
"2437","0820110603","(08) Rajasthan 08","(1) urban 1","Middle","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"2438","2105040311","(21) Orissa 21","(0) rural 0","Secondary","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",5260.894873,0.859800803732893
"2439","2336020511","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3150.67463059,0.514922393447743
"2440","2730022521","(27) Maharashtra 27","(0) rural 0","No education","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",2952.33028725,0.482506496544949
"2441","2804082001","(28) Andhra Pradesh 28","(0) rural 0","Primary","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",15979.00440918,2.61148743047016
"2442","2816090301","(28) Andhra Pradesh 28","(1) urban 1","Secondary","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"2443","2102021511","(21) Orissa 21","(0) rural 0","Higher secondary","Q2","(5) Adivasi 5","(2) Only some confidence","(1) A great deal of confidence",6729.44583334,1.09980964757109
"2444","1802030309","(18) Assam 18","(0) rural 0","No education","Q5 (Richest)","(6) Muslim 6","(2) Only some confidence","(2) Only some confidence",3140.7922457,0.513307291326081
